sepal_length,sepal_width,petal_length,petal_width,setosa,virginica,versicolor
0.0833333333333,0.666666666667,0.0,0.0416666666667,1.0,0.0,0.0
0.722222222222,0.458333333333,0.694915254237,0.916666666667,0.0,1.0,0.0
0.666666666667,0.416666666667,0.677966101695,0.666666666667,0.0,0.0,1.0
0.777777777778,0.416666666667,0.830508474576,0.833333333333,0.0,1.0,0.0
0.666666666667,0.458333333333,0.779661016949,0.958333333333,0.0,1.0,0.0
0.388888888889,0.416666666667,0.542372881356,0.458333333333,0.0,0.0,1.0
0.666666666667,0.541666666667,0.796610169492,0.833333333333,0.0,1.0,0.0
0.305555555556,0.583333333333,0.0847457627119,0.125,1.0,0.0,0.0
0.416666666667,0.291666666667,0.525423728814,0.375,0.0,0.0,1.0
0.0833333333333,0.583333333333,0.0677966101695,0.0833333333333,1.0,0.0,0.0
0.222222222222,0.208333333333,0.338983050847,0.416666666667,0.0,0.0,1.0
0.555555555556,0.208333333333,0.677966101695,0.75,0.0,1.0,0.0
0.333333333333,0.166666666667,0.457627118644,0.375,0.0,0.0,1.0
0.333333333333,0.625,0.0508474576271,0.0416666666667,1.0,0.0,0.0
0.555555555556,0.541666666667,0.627118644068,0.625,0.0,0.0,1.0
0.388888888889,1.0,0.0847457627119,0.125,1.0,0.0,0.0
0.527777777778,0.583333333333,0.745762711864,0.916666666667,0.0,1.0,0.0
0.361111111111,0.375,0.440677966102,0.5,0.0,0.0,1.0
0.944444444444,0.75,0.966101694915,0.875,0.0,1.0,0.0
0.361111111111,0.416666666667,0.593220338983,0.583333333333,0.0,0.0,1.0
0.166666666667,0.208333333333,0.593220338983,0.666666666667,0.0,1.0,0.0
0.416666666667,0.291666666667,0.694915254237,0.75,0.0,1.0,0.0
0.388888888889,0.75,0.118644067797,0.0833333333333,1.0,0.0,0.0
0.472222222222,0.291666666667,0.694915254237,0.625,0.0,0.0,1.0
0.194444444444,0.625,0.101694915254,0.208333333333,1.0,0.0,0.0
0.333333333333,0.166666666667,0.474576271186,0.416666666667,0.0,0.0,1.0
0.611111111111,0.416666666667,0.762711864407,0.708333333333,0.0,1.0,0.0
0.555555555556,0.291666666667,0.661016949153,0.708333333333,0.0,1.0,0.0
0.472222222222,0.416666666667,0.64406779661,0.708333333333,0.0,1.0,0.0
0.277777777778,0.708333333333,0.0847457627119,0.0416666666667,1.0,0.0,0.0
0.138888888889,0.583333333333,0.152542372881,0.0416666666667,1.0,0.0,0.0
0.25,0.583333333333,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.388888888889,0.333333333333,0.593220338983,0.5,0.0,0.0,1.0
0.222222222222,0.75,0.152542372881,0.125,1.0,0.0,0.0
0.361111111111,0.416666666667,0.525423728814,0.5,0.0,0.0,1.0
0.0277777777778,0.375,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.166666666667,0.166666666667,0.389830508475,0.375,0.0,0.0,1.0
0.722222222222,0.458333333333,0.745762711864,0.833333333333,0.0,1.0,0.0
0.527777777778,0.333333333333,0.64406779661,0.708333333333,0.0,1.0,0.0
0.0277777777778,0.5,0.0508474576271,0.0416666666667,1.0,0.0,0.0
0.666666666667,0.458333333333,0.576271186441,0.541666666667,0.0,0.0,1.0
0.333333333333,0.208333333333,0.508474576271,0.5,0.0,0.0,1.0
0.0833333333333,0.5,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.194444444444,0.416666666667,0.101694915254,0.0416666666667,1.0,0.0,0.0
0.5,0.375,0.627118644068,0.541666666667,0.0,0.0,1.0
0.305555555556,0.791666666667,0.118644067797,0.125,1.0,0.0,0.0
0.583333333333,0.375,0.559322033898,0.5,0.0,0.0,1.0
0.166666666667,0.416666666667,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.583333333333,0.458333333333,0.762711864407,0.708333333333,0.0,1.0,0.0
0.666666666667,0.208333333333,0.813559322034,0.708333333333,0.0,1.0,0.0
0.222222222222,0.625,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.611111111111,0.333333333333,0.610169491525,0.583333333333,0.0,0.0,1.0
0.5,0.416666666667,0.610169491525,0.541666666667,0.0,0.0,1.0
0.416666666667,0.333333333333,0.694915254237,0.958333333333,0.0,1.0,0.0
0.388888888889,0.375,0.542372881356,0.5,0.0,0.0,1.0
0.166666666667,0.458333333333,0.0847457627119,0.0,1.0,0.0,0.0
0.472222222222,0.0833333333333,0.677966101695,0.583333333333,0.0,1.0,0.0
0.444444444444,0.416666666667,0.694915254237,0.708333333333,0.0,1.0,0.0
0.361111111111,0.333333333333,0.661016949153,0.791666666667,0.0,1.0,0.0
0.555555555556,0.125,0.576271186441,0.5,0.0,0.0,1.0
0.944444444444,0.416666666667,0.864406779661,0.916666666667,0.0,1.0,0.0
0.611111111111,0.5,0.694915254237,0.791666666667,0.0,1.0,0.0
0.555555555556,0.375,0.779661016949,0.708333333333,0.0,1.0,0.0
0.25,0.291666666667,0.491525423729,0.541666666667,0.0,0.0,1.0
0.25,0.875,0.0847457627119,0.0,1.0,0.0,0.0
0.166666666667,0.458333333333,0.0847457627119,0.0,1.0,0.0,0.0
0.138888888889,0.583333333333,0.101694915254,0.0416666666667,1.0,0.0,0.0
0.666666666667,0.541666666667,0.796610169492,1.0,0.0,1.0,0.0
0.305555555556,0.791666666667,0.0508474576271,0.125,1.0,0.0,0.0
0.75,0.5,0.627118644068,0.541666666667,0.0,0.0,1.0
0.638888888889,0.375,0.610169491525,0.5,0.0,0.0,1.0
0.833333333333,0.375,0.898305084746,0.708333333333,0.0,1.0,0.0
0.222222222222,0.541666666667,0.118644067797,0.166666666667,1.0,0.0,0.0
0.583333333333,0.333333333333,0.779661016949,0.875,0.0,1.0,0.0
0.333333333333,0.25,0.576271186441,0.458333333333,0.0,0.0,1.0
0.555555555556,0.333333333333,0.694915254237,0.583333333333,0.0,1.0,0.0
0.333333333333,0.916666666667,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.861111111111,0.333333333333,0.864406779661,0.75,0.0,1.0,0.0
0.388888888889,0.208333333333,0.677966101695,0.791666666667,0.0,1.0,0.0
0.944444444444,0.333333333333,0.966101694915,0.791666666667,0.0,1.0,0.0
0.416666666667,0.291666666667,0.694915254237,0.75,0.0,1.0,0.0
0.388888888889,0.25,0.423728813559,0.375,0.0,0.0,1.0
0.194444444444,0.625,0.0508474576271,0.0833333333333,1.0,0.0,0.0
0.0555555555556,0.125,0.0508474576271,0.0833333333333,1.0,0.0,0.0
0.222222222222,0.75,0.101694915254,0.0416666666667,1.0,0.0,0.0
0.694444444444,0.416666666667,0.762711864407,0.833333333333,0.0,1.0,0.0
0.361111111111,0.208333333333,0.491525423729,0.416666666667,0.0,0.0,1.0
0.583333333333,0.333333333333,0.779661016949,0.833333333333,0.0,1.0,0.0
0.305555555556,0.416666666667,0.593220338983,0.583333333333,0.0,0.0,1.0
0.111111111111,0.5,0.101694915254,0.0416666666667,1.0,0.0,0.0
0.694444444444,0.5,0.830508474576,0.916666666667,0.0,1.0,0.0
0.305555555556,0.708333333333,0.0847457627119,0.0416666666667,1.0,0.0,0.0
0.111111111111,0.5,0.0508474576271,0.0416666666667,1.0,0.0,0.0
0.555555555556,0.541666666667,0.847457627119,1.0,0.0,1.0,0.0
0.138888888889,0.416666666667,0.0677966101695,0.0833333333333,1.0,0.0,0.0
0.611111111111,0.416666666667,0.71186440678,0.791666666667,0.0,1.0,0.0
0.472222222222,0.0833333333333,0.508474576271,0.375,0.0,0.0,1.0
0.416666666667,0.291666666667,0.491525423729,0.458333333333,0.0,0.0,1.0
0.194444444444,0.541666666667,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.666666666667,0.416666666667,0.71186440678,0.916666666667,0.0,1.0,0.0
0.805555555556,0.416666666667,0.813559322034,0.625,0.0,1.0,0.0
0.722222222222,0.5,0.796610169492,0.916666666667,0.0,1.0,0.0
0.444444444444,0.5,0.64406779661,0.708333333333,0.0,0.0,1.0
0.527777777778,0.0833333333333,0.593220338983,0.583333333333,0.0,0.0,1.0
0.805555555556,0.5,0.847457627119,0.708333333333,0.0,1.0,0.0
0.194444444444,0.583333333333,0.0847457627119,0.0416666666667,1.0,0.0,0.0
0.5,0.416666666667,0.661016949153,0.708333333333,0.0,1.0,0.0
0.583333333333,0.5,0.728813559322,0.916666666667,0.0,1.0,0.0
0.583333333333,0.5,0.593220338983,0.583333333333,0.0,0.0,1.0
0.194444444444,0.5,0.0338983050847,0.0416666666667,1.0,0.0,0.0
0.194444444444,0.666666666667,0.0677966101695,0.0416666666667,1.0,0.0,0.0
0.222222222222,0.708333333333,0.0847457627119,0.125,1.0,0.0,0.0
0.666666666667,0.458333333333,0.627118644068,0.583333333333,0.0,0.0,1.0
0.388888888889,0.333333333333,0.525423728814,0.5,0.0,0.0,1.0
0.25,0.625,0.0847457627119,0.0416666666667,1.0,0.0,0.0
0.5,0.333333333333,0.627118644068,0.458333333333,0.0,0.0,1.0
0.333333333333,0.125,0.508474576271,0.5,0.0,0.0,1.0
1.0,0.75,0.915254237288,0.791666666667,0.0,1.0,0.0
0.472222222222,0.375,0.593220338983,0.583333333333,0.0,0.0,1.0
0.305555555556,0.583333333333,0.118644067797,0.0416666666667,1.0,0.0,0.0
